RXNORM code	 RXNORM uri	 RXNORM label	 SNOMED code	 SNOMED uri	 SNOMED label
197884	http://purl.bioontology.org/ontology/RXNORM/197884	lisinopril 40 MG Oral Tablet	376772000	http://purl.bioontology.org/ontology/SNOMEDCT/376772000	Lisinopril 40 mg oral tablet
855812	http://purl.bioontology.org/ontology/RXNORM/855812	prasugrel 10 MG Oral Tablet	783368008	http://purl.bioontology.org/ontology/SNOMEDCT/783368008	Prasugrel (as prasugrel hydrochloride) 10 mg oral tablet
860975	http://purl.bioontology.org/ontology/RXNORM/860975	24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet	765507008	http://purl.bioontology.org/ontology/SNOMEDCT/765507008	Metformin hydrochloride 500 mg prolonged-release oral tablet
1049630	http://purl.bioontology.org/ontology/RXNORM/1049630	diphenhydramine hydrochloride 25 MG Oral Tablet	320726008	http://purl.bioontology.org/ontology/SNOMEDCT/320726008	Diphenhydramine hydrochloride 25 mg oral tablet
897685	http://purl.bioontology.org/ontology/RXNORM/897685	verapamil hydrochloride 80 MG Oral Tablet [Calan]	318205007	http://snomed.info/id/318205007	Verapamil hydrochloride 80 mg oral tablet
855332	http://purl.bioontology.org/ontology/RXNORM/855332	warfarin sodium 5 MG Oral Tablet	319735007	http://purl.bioontology.org/ontology/SNOMEDCT/319735007	Warfarin sodium 5 mg oral tablet
197604	http://purl.bioontology.org/ontology/RXNORM/197604	digoxin 0.125 MG Oral Tablet	317896006	http://purl.bioontology.org/ontology/SNOMEDCT/317896006	Digoxin 125 microgram oral tablet
197541	http://purl.bioontology.org/ontology/RXNORM/197541	colchicine 0.6 MG Oral Tablet	443200007	http://purl.bioontology.org/ontology/SNOMEDCT/443200007	Colchicine 600 microgram oral tablet
197319	http://purl.bioontology.org/ontology/RXNORM/197319	allopurinol 100 MG Oral Tablet	330061001	http://purl.bioontology.org/ontology/SNOMEDCT/330061001	Allopurinol 100 mg oral tablet
617296	http://purl.bioontology.org/ontology/RXNORM/617296	amoxicillin 500 MG / clavulanate 125 MG Oral Tablet	323539009	http://purl.bioontology.org/ontology/SNOMEDCT/323539009	Amoxicillin 500 mg and clavulanic acid (as clavulanate potassium) 125 mg oral tablet
198014	http://purl.bioontology.org/ontology/RXNORM/198014	naproxen 500 MG Oral Tablet	1217386004	http://purl.bioontology.org/ontology/SNOMEDCT/1217386004	Naproxen (as naproxen sodium) 500 mg oral tablet
1719286	http://purl.bioontology.org/ontology/RXNORM/1719286	10 ML furosemide 10 MG/ML Injection	781903001	http://snomed.info/id/781903001	Furosemide 10 mg/mL solution for injection
309097	http://purl.bioontology.org/ontology/RXNORM/309097	cefuroxime 250 MG Oral Tablet	376969002	http://purl.bioontology.org/ontology/SNOMEDCT/376969002	Cefuroxime axetil 300 mg oral tablet
1049221	http://purl.bioontology.org/ontology/RXNORM/1049221	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet	377343008	http://purl.bioontology.org/ontology/SNOMEDCT/377343008	Acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet
209387	http://purl.bioontology.org/ontology/RXNORM/209387	acetaminophen 325 MG Oral Tablet [Tylenol]	370150001	http://snomed.info/id/370150001	Acetaminophen 325 mg oral tablet
857005	http://purl.bioontology.org/ontology/RXNORM/857005	acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tablet	421739003	http://purl.bioontology.org/ontology/SNOMEDCT/421739003	Acetaminophen 325 mg and hydrocodone bitartrate 7.5 mg oral tablet
245314	http://purl.bioontology.org/ontology/RXNORM/245314	albuterol 5 MG/ML Inhalation Solution	1197460000	http://purl.bioontology.org/ontology/SNOMEDCT/1197460000	Albuterol (as albuterol sulfate) 5 mg/mL solution for inhalation
198031	http://purl.bioontology.org/ontology/RXNORM/198031	24 HR nicotine 0.292 MG/HR Transdermal System	769525009	http://purl.bioontology.org/ontology/SNOMEDCT/769525009	Nicotine 291.667 microgram/hour prolonged-release transdermal patch
1373463	http://purl.bioontology.org/ontology/RXNORM/1373463	canagliflozin 100 MG Oral Tablet	703682001	http://purl.bioontology.org/ontology/SNOMEDCT/703682001	Canagliflozin 100 mg oral tablet
308192	http://purl.bioontology.org/ontology/RXNORM/308192	amoxicillin 500 MG Oral Tablet	374646004	http://purl.bioontology.org/ontology/SNOMEDCT/374646004	Amoxicillin 500 mg oral tablet
198405	http://purl.bioontology.org/ontology/RXNORM/198405	ibuprofen 100 MG Oral Tablet	370192006	http://purl.bioontology.org/ontology/SNOMEDCT/370192006	Ibuprofen 100 mg oral tablet
313820	http://purl.bioontology.org/ontology/RXNORM/313820	acetaminophen 160 MG Chewable Tablet	398980002	http://purl.bioontology.org/ontology/SNOMEDCT/398980002	Acetaminophen 160 mg chewable tablet
834061	http://purl.bioontology.org/ontology/RXNORM/834061	penicillin V potassium 250 MG Oral Tablet	323416001	http://purl.bioontology.org/ontology/SNOMEDCT/323416001	Penicillin V (as penicillin V potassium) 250 mg oral tablet
309045	http://purl.bioontology.org/ontology/RXNORM/309045	cefaclor 250 MG Oral Capsule	323791006	http://purl.bioontology.org/ontology/SNOMEDCT/323791006	Cefaclor 250 mg oral capsule
197454	http://purl.bioontology.org/ontology/RXNORM/197454	cephalexin 500 MG Oral Tablet	783072003	http://purl.bioontology.org/ontology/SNOMEDCT/783072003	Cephalexin 500 mg oral tablet
311700	http://purl.bioontology.org/ontology/RXNORM/311700	midazolam 1 MG/ML Injectable Solution	782000003	http://purl.bioontology.org/ontology/SNOMEDCT/782000003	Midazolam (as midazolam hydrochloride) 1 mg/mL solution for injection
1729584	http://purl.bioontology.org/ontology/RXNORM/1729584	remifentanil 2 MG Injection	333989001	http://purl.bioontology.org/ontology/SNOMEDCT/333989001	Remifentanil (as remifentanil hydrochloride) 2 mg powder for solution for injection vial
308971	http://purl.bioontology.org/ontology/RXNORM/308971	carbamazepine 20 MG/ML Oral Suspension [Tegretol]	322891009	http://snomed.info/id/322891009	Carbamazepine 20 mg/mL oral suspension
312938	http://purl.bioontology.org/ontology/RXNORM/312938	sertraline 100 MG Oral Tablet	783380000	http://purl.bioontology.org/ontology/SNOMEDCT/783380000	Sertraline (as sertraline hydrochloride) 100 mg oral tablet
665078	http://purl.bioontology.org/ontology/RXNORM/665078	loratadine 5 MG Chewable Tablet	423979005	http://purl.bioontology.org/ontology/SNOMEDCT/423979005	Loratadine 5 mg chewable tablet
966222	http://purl.bioontology.org/ontology/RXNORM/966222	levothyroxine sodium 0.075 MG Oral Tablet	783647004	http://purl.bioontology.org/ontology/SNOMEDCT/783647004	Levothyroxine sodium anhydrous 75 microgram oral tablet
477045	http://purl.bioontology.org/ontology/RXNORM/477045	chlorpheniramine maleate 2 MG/ML Oral Solution	784659009	http://snomed.info/id/784659009	Chlorpheniramine maleate 2 mg and ibuprofen 200 mg and pseudoephedrine hydrochloride 30 mg oral tablet
106258	http://purl.bioontology.org/ontology/RXNORM/106258	hydrocortisone 10 MG/ML Topical Cream	331722005	http://purl.bioontology.org/ontology/SNOMEDCT/331722005	Hydrocortisone 10 mg/g and urea 100 mg/g cutaneous cream
997501	http://purl.bioontology.org/ontology/RXNORM/997501	fexofenadine hydrochloride 60 MG Oral Tablet	376716006	http://purl.bioontology.org/ontology/SNOMEDCT/376716006	Fexofenadine hydrochloride 60 mg oral tablet
310436	http://purl.bioontology.org/ontology/RXNORM/310436	galantamine 4 MG Oral Tablet	323381002	http://purl.bioontology.org/ontology/SNOMEDCT/323381002	Galantamine (as galantamine hydrobromide) 4 mg oral tablet
197378	http://purl.bioontology.org/ontology/RXNORM/197378	astemizole 10 MG Oral Tablet	427388006	http://purl.bioontology.org/ontology/SNOMEDCT/427388006	Astemizole 10 mg oral tablet
993770	http://purl.bioontology.org/ontology/RXNORM/993770	acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet	377261001	http://purl.bioontology.org/ontology/SNOMEDCT/377261001	Acetaminophen 300 mg and codeine phosphate 15 mg oral tablet
835603	http://purl.bioontology.org/ontology/RXNORM/835603	tramadol hydrochloride 50 MG Oral Tablet	374896000	http://purl.bioontology.org/ontology/SNOMEDCT/374896000	Tramadol hydrochloride 50 mg oral tablet
1534809	http://purl.bioontology.org/ontology/RXNORM/1534809	168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System	784663002	http://purl.bioontology.org/ontology/SNOMEDCT/784663002	Ethinyl estradiol 1.46 microgram/hour and norelgestromin 6.25 microgram/hour prolonged-release transdermal patch
389221	http://purl.bioontology.org/ontology/RXNORM/389221	etonogestrel 68 MG Drug Implant	785088001	http://purl.bioontology.org/ontology/SNOMEDCT/785088001	Etonogestrel 68 mg prolonged-release subcutaneous implant
105585	http://purl.bioontology.org/ontology/RXNORM/105585	methotrexate 2.5 MG Oral Tablet	1162454001	http://purl.bioontology.org/ontology/SNOMEDCT/1162454001	Methotrexate (as methotrexate sodium) 2.5 mg oral tablet
212033	http://purl.bioontology.org/ontology/RXNORM/212033	aspirin 325 MG Oral Tablet	370166004	http://purl.bioontology.org/ontology/SNOMEDCT/370166004	Aspirin 325 mg oral tablet
198039	http://purl.bioontology.org/ontology/RXNORM/198039	nitroglycerin 0.4 MG Sublingual Tablet	375631002	http://purl.bioontology.org/ontology/SNOMEDCT/375631002	Nitroglycerin 400 microgram sublingual tablet
749196	http://purl.bioontology.org/ontology/RXNORM/749196	clopidogrel 300 MG Oral Tablet	429540001	http://purl.bioontology.org/ontology/SNOMEDCT/429540001	Clopidogrel (as clopidogrel bisulfate) 300 mg oral tablet
859419	http://purl.bioontology.org/ontology/RXNORM/859419	rosuvastatin calcium 40 MG Oral Tablet	408024009	http://purl.bioontology.org/ontology/SNOMEDCT/408024009	Rosuvastatin (as rosuvastatin calcium) 40 mg oral tablet
197591	http://purl.bioontology.org/ontology/RXNORM/197591	diazepam 5 MG Oral Tablet	321197008	http://purl.bioontology.org/ontology/SNOMEDCT/321197008	Diazepam 5 mg oral tablet
199224	http://purl.bioontology.org/ontology/RXNORM/199224	anastrozole 1 MG Oral Tablet	327373002	http://purl.bioontology.org/ontology/SNOMEDCT/327373002	Anastrozole 1 mg oral tablet
1601380	http://purl.bioontology.org/ontology/RXNORM/1601380	palbociclib 100 MG Oral Capsule	863986006	http://purl.bioontology.org/ontology/SNOMEDCT/863986006	Palbociclib 100 mg oral capsule
996740	http://purl.bioontology.org/ontology/RXNORM/996740	memantine hydrochloride 2 MG/ML Oral Solution	785131000	http://purl.bioontology.org/ontology/SNOMEDCT/785131000	Memantine hydrochloride 2 mg/mL oral solution
1659131	http://purl.bioontology.org/ontology/RXNORM/1659131	piperacillin 2000 MG / tazobactam 250 MG Injection	1074911000202101	http://purl.bioontology.org/ontology/SNOMEDCT/1074911000202101	Piperacillin (as piperacillin sodium) 2 g and tazobactam (as tazobactam sodium) 250 mg powder for solution for infusion vial
1361048	http://purl.bioontology.org/ontology/RXNORM/1361048	heparin sodium, porcine 100 UNT/ML Injectable Solution	784464000	http://purl.bioontology.org/ontology/SNOMEDCT/784464000	Heparin (as porcine heparin sodium) 100 unit/mL solution for injection
1116635	http://purl.bioontology.org/ontology/RXNORM/1116635	ticagrelor 90 MG Oral Tablet	704465002	http://purl.bioontology.org/ontology/SNOMEDCT/704465002	Ticagrelor 90 mg oral tablet
1659149	http://purl.bioontology.org/ontology/RXNORM/1659149	piperacillin 4000 MG / tazobactam 500 MG Injection	323671007	http://purl.bioontology.org/ontology/SNOMEDCT/323671007	Piperacillin (as piperacillin sodium) 4 g and tazobactam (as tazobactam sodium) 500 mg powder for solution for injection vial
197381	http://purl.bioontology.org/ontology/RXNORM/197381	atenolol 50 MG Oral Tablet	318420003	http://purl.bioontology.org/ontology/SNOMEDCT/318420003	Atenolol 50 mg oral tablet
617310	http://purl.bioontology.org/ontology/RXNORM/617310	atorvastatin 20 MG Oral Tablet	1145420004	http://purl.bioontology.org/ontology/SNOMEDCT/1145420004	Atorvastatin (as atorvastatin calcium) 20 mg oral tablet
751616	http://purl.bioontology.org/ontology/RXNORM/751616	nebivolol 10 MG Oral Tablet [Bystolic]	783359006	http://snomed.info/id/783359006	Nebivolol (as nebivolol hydrochloride) 10 mg oral tablet
617311	http://purl.bioontology.org/ontology/RXNORM/617311	atorvastatin 40 MG Oral Tablet	1145421000	http://purl.bioontology.org/ontology/SNOMEDCT/1145421000	Atorvastatin (as atorvastatin calcium) 40 mg oral tablet
979485	http://purl.bioontology.org/ontology/RXNORM/979485	losartan potassium 25 MG Oral Tablet	318955005	http://purl.bioontology.org/ontology/SNOMEDCT/318955005	Losartan potassium 25 mg oral tablet
617312	http://purl.bioontology.org/ontology/RXNORM/617312	atorvastatin 10 MG Oral Tablet	1145419005	http://purl.bioontology.org/ontology/SNOMEDCT/1145419005	Atorvastatin (as atorvastatin calcium) 10 mg oral tablet
311354	http://purl.bioontology.org/ontology/RXNORM/311354	lisinopril 5 MG Oral Tablet	318858008	http://purl.bioontology.org/ontology/SNOMEDCT/318858008	Lisinopril 5 mg oral tablet
311034	http://purl.bioontology.org/ontology/RXNORM/311034	insulin, regular, human 100 UNT/ML Injectable Solution	792877004	http://purl.bioontology.org/ontology/SNOMEDCT/792877004	Human regular insulin 100 unit/mL solution for injection
997488	http://purl.bioontology.org/ontology/RXNORM/997488	fexofenadine hydrochloride 30 MG Oral Tablet	371748006	http://purl.bioontology.org/ontology/SNOMEDCT/371748006	Fexofenadine hydrochloride 30 mg oral tablet
351266	http://purl.bioontology.org/ontology/RXNORM/351266	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet	784700008	http://purl.bioontology.org/ontology/SNOMEDCT/784700008	Buprenorphine 2 mg and naloxone hydrochloride 500 microgram sublingual tablet
1736854	http://purl.bioontology.org/ontology/RXNORM/1736854	cisplatin 50 MG Injection	784941009	http://purl.bioontology.org/ontology/SNOMEDCT/784941009	Cisplatin 50 mg powder for solution for injection vial
583214	http://purl.bioontology.org/ontology/RXNORM/583214	paclitaxel 100 MG Injection	416803003	http://purl.bioontology.org/ontology/SNOMEDCT/416803003	Paclitaxel 100 mg powder for suspension for injection vial
351109	http://purl.bioontology.org/ontology/RXNORM/351109	budesonide 0.25 MG/ML Inhalation Suspension	1255204003	http://purl.bioontology.org/ontology/SNOMEDCT/1255204003	Budesonide 250 microgram/mL suspension for nebulizer
105078	http://purl.bioontology.org/ontology/RXNORM/105078	penicillin G 375 MG/ML Injectable Solution	323398002	http://purl.bioontology.org/ontology/SNOMEDCT/323398002	Penicillin G sodium 600 mg powder for solution for injection vial
200243	http://purl.bioontology.org/ontology/RXNORM/200243	sevoflurane 1000 MG/ML Inhalation Solution	1285093003	http://purl.bioontology.org/ontology/SNOMEDCT/1285093003	Sevoflurane 1 mL/mL solution for inhalation
686924	http://purl.bioontology.org/ontology/RXNORM/686924	carvedilol 3.125 MG Oral Tablet	318633000	http://purl.bioontology.org/ontology/SNOMEDCT/318633000	Carvedilol 3.125 mg oral tablet
259255	http://purl.bioontology.org/ontology/RXNORM/259255	atorvastatin 80 MG Oral Tablet	1145422007	http://purl.bioontology.org/ontology/SNOMEDCT/1145422007	Atorvastatin (as atorvastatin calcium) 80 mg oral tablet
866436	http://purl.bioontology.org/ontology/RXNORM/866436	24 HR metoprolol succinate 50 MG Extended Release Oral Tablet	879979006	http://purl.bioontology.org/ontology/SNOMEDCT/879979006	Metoprolol tartrate (as metoprolol succinate) 50 mg prolonged-release oral tablet
979480	http://purl.bioontology.org/ontology/RXNORM/979480	losartan potassium 100 MG Oral Tablet	407784004	http://purl.bioontology.org/ontology/SNOMEDCT/407784004	Losartan potassium 100 mg oral tablet
200032	http://purl.bioontology.org/ontology/RXNORM/200032	carvedilol 12.5 MG Oral Tablet	318631003	http://purl.bioontology.org/ontology/SNOMEDCT/318631003	Carvedilol 12.5 mg oral tablet
904475	http://purl.bioontology.org/ontology/RXNORM/904475	pravastatin sodium 40 MG Oral Tablet	320014009	http://purl.bioontology.org/ontology/SNOMEDCT/320014009	Pravastatin sodium 40 mg oral tablet
833135	http://purl.bioontology.org/ontology/RXNORM/833135	milnacipran hydrochloride 100 MG Oral Tablet	441732000	http://purl.bioontology.org/ontology/SNOMEDCT/441732000	Milnacipran hydrochloride 100 mg oral tablet
141918	http://purl.bioontology.org/ontology/RXNORM/141918	terfenadine 60 MG Oral Tablet	320795003	http://purl.bioontology.org/ontology/SNOMEDCT/320795003	Terfenadine 60 mg oral tablet
2563431	http://purl.bioontology.org/ontology/RXNORM/2563431	aspirin 81 MG Oral Capsule [Vazalore]	765570009	http://snomed.info/id/765570009	Aspirin 81 mg gastro-resistant oral tablet
866511	http://purl.bioontology.org/ontology/RXNORM/866511	metoprolol tartrate 100 MG Oral Tablet	318474009	http://purl.bioontology.org/ontology/SNOMEDCT/318474009	Metoprolol tartrate 100 mg oral tablet
896758	http://purl.bioontology.org/ontology/RXNORM/896758	labetalol hydrochloride 100 MG Oral Tablet	318445000	http://purl.bioontology.org/ontology/SNOMEDCT/318445000	Labetalol hydrochloride 100 mg oral tablet
197905	http://purl.bioontology.org/ontology/RXNORM/197905	lovastatin 40 MG Oral Tablet	376839008	http://purl.bioontology.org/ontology/SNOMEDCT/376839008	Lovastatin 40 mg oral tablet
200096	http://purl.bioontology.org/ontology/RXNORM/200096	irbesartan 300 MG Oral Tablet	318970006	http://purl.bioontology.org/ontology/SNOMEDCT/318970006	Irbesartan 300 mg oral tablet
1649987	http://purl.bioontology.org/ontology/RXNORM/1649987	doxycycline hyclate 100 MG	1156033004	http://snomed.info/id/1156033004	Doxycycline (as doxycycline hyclate) 100 mg oral capsule
997223	http://purl.bioontology.org/ontology/RXNORM/997223	donepezil hydrochloride 10 MG Oral Tablet	323365007	http://purl.bioontology.org/ontology/SNOMEDCT/323365007	Donepezil hydrochloride 10 mg oral tablet
1100184	http://purl.bioontology.org/ontology/RXNORM/1100184	donepezil hydrochloride 23 MG Oral Tablet	447211000	http://purl.bioontology.org/ontology/SNOMEDCT/447211000	Donepezil hydrochloride 23 mg oral tablet
866427	http://purl.bioontology.org/ontology/RXNORM/866427	24 HR metoprolol succinate 25 MG Extended Release Oral Tablet	879978003	http://purl.bioontology.org/ontology/SNOMEDCT/879978003	Metoprolol tartrate (as metoprolol succinate) 25 mg prolonged-release oral tablet
311353	http://purl.bioontology.org/ontology/RXNORM/311353	lisinopril 2.5 MG Oral Tablet	318857003	http://purl.bioontology.org/ontology/SNOMEDCT/318857003	Lisinopril 2.5 mg oral tablet
198211	http://purl.bioontology.org/ontology/RXNORM/198211	simvastatin 40 MG Oral Tablet	320000009	http://purl.bioontology.org/ontology/SNOMEDCT/320000009	Simvastatin 40 mg oral tablet
197887	http://purl.bioontology.org/ontology/RXNORM/197887	hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet	377469001	http://purl.bioontology.org/ontology/SNOMEDCT/377469001	Hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet
200031	http://purl.bioontology.org/ontology/RXNORM/200031	carvedilol 6.25 MG Oral Tablet	318635007	http://purl.bioontology.org/ontology/SNOMEDCT/318635007	Carvedilol 6.25 mg oral tablet
904481	http://purl.bioontology.org/ontology/RXNORM/904481	pravastatin sodium 80 MG Oral Tablet	419699008	http://purl.bioontology.org/ontology/SNOMEDCT/419699008	Pravastatin sodium 80 mg oral tablet
197886	http://purl.bioontology.org/ontology/RXNORM/197886	hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet	318880006	http://purl.bioontology.org/ontology/SNOMEDCT/318880006	Hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet
310385	http://purl.bioontology.org/ontology/RXNORM/310385	fluoxetine 20 MG Oral Capsule	321949006	http://purl.bioontology.org/ontology/SNOMEDCT/321949006	Fluoxetine (as fluoxetine hydrochloride) 20 mg oral capsule
751623	http://purl.bioontology.org/ontology/RXNORM/751623	nebivolol 5 MG Oral Tablet [Bystolic]	783361002	http://snomed.info/id/783361002	Nebivolol (as nebivolol hydrochloride) 5 mg oral tablet
979468	http://purl.bioontology.org/ontology/RXNORM/979468	hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet	318959004	http://purl.bioontology.org/ontology/SNOMEDCT/318959004	Hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet
198240	http://purl.bioontology.org/ontology/RXNORM/198240	tamoxifen 10 MG Oral Tablet	783376005	http://purl.bioontology.org/ontology/SNOMEDCT/783376005	Tamoxifen (as tamoxifen citrate) 10 mg oral tablet
562366	http://purl.bioontology.org/ontology/RXNORM/562366	desflurane 1000 MG/ML Inhalation Solution	1285018008	http://purl.bioontology.org/ontology/SNOMEDCT/1285018008	Desflurane 1 mL/mL solution for inhalation
859751	http://purl.bioontology.org/ontology/RXNORM/859751	rosuvastatin calcium 20 MG Oral Tablet	408037007	http://purl.bioontology.org/ontology/SNOMEDCT/408037007	Rosuvastatin (as rosuvastatin calcium) 20 mg oral tablet
1363309	http://purl.bioontology.org/ontology/RXNORM/1363309	chlorpheniramine maleate 4 MG Oral Tablet	783069005	http://purl.bioontology.org/ontology/SNOMEDCT/783069005	Chlorpheniramine maleate 4 mg oral tablet
904467	http://purl.bioontology.org/ontology/RXNORM/904467	pravastatin sodium 20 MG Oral Tablet	320013003	http://purl.bioontology.org/ontology/SNOMEDCT/320013003	Pravastatin sodium 20 mg oral tablet
596926	http://purl.bioontology.org/ontology/RXNORM/596926	duloxetine 20 MG Delayed Release Oral Capsule	765990009	http://purl.bioontology.org/ontology/SNOMEDCT/765990009	Duloxetine (as duloxetine hydrochloride) 20 mg gastro-resistant oral capsule
483438	http://purl.bioontology.org/ontology/RXNORM/483438	pregabalin 100 MG Oral Capsule	415161007	http://purl.bioontology.org/ontology/SNOMEDCT/415161007	Pregabalin 100 mg oral capsule
349201	http://purl.bioontology.org/ontology/RXNORM/349201	valsartan 160 MG Oral Tablet	375035005	http://purl.bioontology.org/ontology/SNOMEDCT/375035005	Valsartan 160 mg oral tablet
636045	http://purl.bioontology.org/ontology/RXNORM/636045	hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet	420960008	http://purl.bioontology.org/ontology/SNOMEDCT/420960008	Hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet
1734919	http://purl.bioontology.org/ontology/RXNORM/1734919	cyclophosphamide 1000 MG Injection	1148475005	http://purl.bioontology.org/ontology/SNOMEDCT/1148475005	Cyclophosphamide 1 g powder for solution for injection vial
866924	http://purl.bioontology.org/ontology/RXNORM/866924	metoprolol tartrate 25 MG Oral Tablet	409226009	http://purl.bioontology.org/ontology/SNOMEDCT/409226009	Metoprolol tartrate 25 mg oral tablet
235389	http://purl.bioontology.org/ontology/RXNORM/235389	mestranol / norethynodrel	395785001	http://snomed.info/id/395785001	Mestranol
979471	http://purl.bioontology.org/ontology/RXNORM/979471	hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet	395497004	http://purl.bioontology.org/ontology/SNOMEDCT/395497004	Hydrochlorothiazide 25 mg and losartan potassium 100 mg oral tablet
212446	http://purl.bioontology.org/ontology/RXNORM/212446	azithromycin 250 MG Oral Tablet [Zithromax]	J01FA10	http://snomed.info/id/J01FA10	azithromycin
197511	http://purl.bioontology.org/ontology/RXNORM/197511	ciprofloxacin 250 MG Oral Tablet	783329001	http://purl.bioontology.org/ontology/SNOMEDCT/783329001	Ciprofloxacin (as ciprofloxacin hydrochloride) 250 mg oral tablet
898346	http://purl.bioontology.org/ontology/RXNORM/898346	amlodipine 10 MG / benazepril hydrochloride 40 MG Oral Capsule	1149522000	http://purl.bioontology.org/ontology/SNOMEDCT/1149522000	Amlodipine (as amlodipine besylate) 10 mg and benazepril hydrochloride 40 mg oral capsule
1873983	http://purl.bioontology.org/ontology/RXNORM/1873983	ribociclib 200 MG Oral Tablet	895598003	http://purl.bioontology.org/ontology/SNOMEDCT/895598003	Ribociclib (as ribociclib succinate) 200 mg oral tablet
856481	http://purl.bioontology.org/ontology/RXNORM/856481	24 HR propranolol hydrochloride 160 MG Extended Release Oral Capsule	765898001	http://purl.bioontology.org/ontology/SNOMEDCT/765898001	Propranolol hydrochloride 160 mg prolonged-release oral capsule
313212	http://purl.bioontology.org/ontology/RXNORM/313212	tenecteplase 50 MG Injection	766186001	http://purl.bioontology.org/ontology/SNOMEDCT/766186001	Tenecteplase 50 mg powder for solution for injection vial
200064	http://purl.bioontology.org/ontology/RXNORM/200064	letrozole 2.5 MG Oral Tablet	327377001	http://purl.bioontology.org/ontology/SNOMEDCT/327377001	Letrozole 2.5 mg oral tablet
562508	http://purl.bioontology.org/ontology/RXNORM/562508	amoxicillin 875 MG / clavulanate 125 MG Oral Tablet	392259005	http://purl.bioontology.org/ontology/SNOMEDCT/392259005	Amoxicillin 875 mg and clavulanic acid (as clavulanate potassium) 125 mg oral tablet
808917	http://purl.bioontology.org/ontology/RXNORM/808917	fosfomycin 3000 MG Powder for Oral Solution	1263405000	http://purl.bioontology.org/ontology/SNOMEDCT/1263405000	Fosfomycin (as fosfomycin tromethamine) 3 g granules for oral solution sachet
312617	http://purl.bioontology.org/ontology/RXNORM/312617	prednisone 5 MG Oral Tablet	373994007	http://purl.bioontology.org/ontology/SNOMEDCT/373994007	Prednisone 5 mg oral tablet
309078	http://purl.bioontology.org/ontology/RXNORM/309078	cefpodoxime 200 MG Oral Tablet	1153579005	http://purl.bioontology.org/ontology/SNOMEDCT/1153579005	Cefpodoxime (as cefpodoxime proxetil) 200 mg oral tablet
1014678	http://purl.bioontology.org/ontology/RXNORM/1014678	cetirizine hydrochloride 10 MG Oral Tablet	320818006	http://purl.bioontology.org/ontology/SNOMEDCT/320818006	Cetirizine hydrochloride 10 mg oral tablet
866514	http://purl.bioontology.org/ontology/RXNORM/866514	metoprolol tartrate 50 MG Oral Tablet	318475005	http://purl.bioontology.org/ontology/SNOMEDCT/318475005	Metoprolol tartrate 50 mg oral tablet
351137	http://purl.bioontology.org/ontology/RXNORM/351137	albuterol 0.21 MG/ML Inhalation Solution	375336001	http://purl.bioontology.org/ontology/SNOMEDCT/375336001	Albuterol (as albuterol sulfate) 210 microgram/mL solution for inhalation
643066	http://purl.bioontology.org/ontology/RXNORM/643066	efavirenz 600 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet	424646001	http://purl.bioontology.org/ontology/SNOMEDCT/424646001	Efavirenz 600 mg and emtricitabine 200 mg and tenofovir disoproxil fumarate 300 mg oral tablet
226719	http://purl.bioontology.org/ontology/RXNORM/226719	etoposide 100 MG Injection [Etopophos]	326924006	http://snomed.info/id/326924006	Etoposide (as etoposide phosphate) 100 mg powder for solution for injection vial
898342	http://purl.bioontology.org/ontology/RXNORM/898342	amlodipine 10 MG / benazepril hydrochloride 20 MG Oral Capsule	1149523005	http://purl.bioontology.org/ontology/SNOMEDCT/1149523005	Amlodipine (as amlodipine besylate) 10 mg and benazepril hydrochloride 20 mg oral capsule
859747	http://purl.bioontology.org/ontology/RXNORM/859747	rosuvastatin calcium 10 MG Oral Tablet	408036003	http://purl.bioontology.org/ontology/SNOMEDCT/408036003	Rosuvastatin (as rosuvastatin calcium) 10 mg oral tablet
284215	http://purl.bioontology.org/ontology/RXNORM/284215	clindamycin 300 MG Oral Capsule	1231776004	http://purl.bioontology.org/ontology/SNOMEDCT/1231776004	Clindamycin (as clindamycin hydrochloride) 300 mg oral capsule
898690	http://purl.bioontology.org/ontology/RXNORM/898690	benazepril hydrochloride 20 MG Oral Tablet	376520007	http://purl.bioontology.org/ontology/SNOMEDCT/376520007	Benazepril hydrochloride 20 mg oral tablet
